3,10,8
8,12,8
13,10,12
18,10,12
23,8,12
28,12,12
33,8,8
38,12,8
43,12,8
48,10,8
53,2,8
58,8,12
63,10,12
68,10,12
73,8,12
78,5,12
83,10,12
88,12,12
93,12,12
98,10,12
103,8,8
108,6,12
113,1,8
118,8,12
123,7,12
128,10,12
133,10,12
138,8,8
143,8,8
148,9,8
153,12,8
158,12,12
163,10,12
168,12,12
173,12,12
178,12,12
183,4,12
188,12,12
193,11,12
198,12,8
203,10,12
208,8,8
213,6,8
218,8,12
223,12,8
228,12,12
233,8,12
238,12,12
243,10,12
248,12,8
253,12,12
258,8,8
263,6,12
268,10,12
273,2,4
278,11,8
283,8,12
288,8,12
293,12,12
298,10,12
303,6,12
308,8,12
313,9,12
318,12,12
323,8,12
328,10,12
333,10,8
338,12,12
343,8,8
348,12,12
353,8,8
358,12,12
363,12,12
368,10,12
373,10,12
378,12,12
383,12,12
388,8,12
393,11,8
398,7,12
403,12,12
408,12,12
413,10,8
418,2,8
423,3,8
428,8,8
433,10,8
438,12,8
443,10,8
448,11,8
453,8,8
458,12,12
463,7,8
468,8,12
473,10,12
478,12,12
483,12,12
488,6,12
493,8,8
498,11,12
503,12,12
508,8,8
513,8,12
518,8,8
523,12,12
528,0,8
533,10,8
538,8,8
543,11,8
548,12,12
553,6,8
558,10,12
563,3,12
568,12,12
573,12,8
578,8,12
583,10,8
588,10,12
593,11,12
598,8,8
603,8,8
608,10,8
613,0,8
618,8,8
623,8,8
628,8,8
633,12,8
638,10,12
643,8,8
648,11,12
653,8,8
658,10,12
663,12,12
668,10,12
673,12,8
678,5,12
683,7,12
688,8,12
693,10,12
698,6,12
703,7,12
708,8,8
713,5,12
718,12,12
723,8,12
728,4,12
733,7,12
738,12,12
743,3,8
748,10,8
753,10,8
758,12,12
763,8,12
768,10,12
773,2,8
778,3,8
783,8,12
788,8,8
793,12,12
798,12,12
803,12,12
808,12,12
813,10,12
818,12,12
823,10,8
828,12,12
833,12,12
838,8,8
843,6,12
848,12,12
853,8,8
858,10,8
863,12,12
868,12,8
873,11,12
878,7,12
883,12,12
888,8,12
893,8,12
898,10,12
903,12,8
908,12,12
913,10,8
918,10,12
923,8,12
928,10,8
933,5,12
938,3,8
943,10,12
948,8,12
953,10,8
958,1,12
963,12,12
968,10,12
973,12,8
978,8,12
983,10,8
988,10,8
993,12,12
998,6,8
1003,12,8
1008,10,8
1013,8,12
1018,8,12
1023,12,8
1028,12,8
1033,10,12
1038,8,8
1043,8,8
1048,10,12
1053,10,8
1058,10,12
1063,6,8
1068,10,12
1073,12,12
1078,5,12
1083,12,8
1088,5,12
1093,12,12
1098,8,8
1103,4,12
1108,12,12
1113,10,8
1118,12,8
1123,12,12
1128,9,12
1133,9,12
1138,8,12
1143,10,12
1148,12,8
1153,10,12
1158,8,12
1163,6,12
1168,7,12
1173,10,12
1178,8,8
1183,6,8
1188,12,8
1193,12,12
1198,12,8
1203,8,8
1208,12,12
1213,12,12
1218,12,8
1223,12,12
1228,12,8
1233,12,8
1238,9,8
1243,1,8
1248,4,12
1253,12,12
1258,12,8
1263,12,12
1268,10,12
1273,10,12
1278,10,12
1283,6,12
1288,12,12
1293,8,8
1298,12,8
1303,11,8
1308,8,8
1313,12,8
1318,8,8
1323,12,8
1328,10,8
1333,6,8
1338,8,8
1343,2,8
1348,10,12
1353,9,8
1358,7,12
1363,6,12
1368,9,8
1373,12,12
1378,0,12
1383,10,12
1388,11,12
1393,12,12
1398,6,8
1403,10,12
1408,8,8
1413,7,12
1418,8,12
1423,8,8
1428,12,12
1433,12,8
1438,1,12
1443,6,12
1448,2,8
1453,12,8
1458,6,12
1463,9,12
1468,11,12
1473,8,8
1478,8,8
1483,10,8
1488,12,12
1493,12,12
1498,8,8
1503,12,8
1508,8,8
1513,12,8
1518,10,8
1523,12,12
1528,8,8
1533,8,8
1538,12,12
1543,10,8
1548,11,12
1553,12,12
1558,7,0
1563,5,8
1568,9,12
1573,12,8
1578,6,4
1583,8,12
1588,7,12
1593,4,12
1598,10,8
1603,12,8
1608,12,8
1613,10,12
1618,12,12
1623,9,0
1628,9,12
1633,12,8
1638,5,12
1643,12,8
1648,12,12
1653,8,8
1658,8,8
1663,12,12
1668,10,12
1673,10,8
1678,12,8
1683,10,12
1688,11,8
1693,10,8
1698,10,8
1703,12,12
1708,12,12
1713,6,12
1718,12,12
1723,12,8
1728,12,8
1733,11,8
1738,4,12
1743,2,12
1748,12,8
1753,8,8
1758,8,12
1763,10,12
1768,10,8
1773,7,12
1778,12,8
1783,6,12
1788,12,12
1793,10,12
1798,10,8
1803,12,12
1808,6,8
1813,12,12
1818,6,12
1823,12,8
1828,12,8
1833,6,12
1838,8,12
1843,2,8
1848,12,8
1853,10,8
1858,1,12
1863,12,8
1868,12,12
1873,8,12
1878,11,12
1883,5,12
1888,12,12
1893,11,12
1898,12,8
1903,12,12
1908,8,8
1913,12,8
1918,8,8
1923,11,12
1928,12,12
1933,9,12
1938,12,8
1943,6,8
1948,8,12
1953,11,12
1958,12,12
1963,12,12
1968,12,12
1973,12,12
1978,12,12
1983,8,8
1988,12,8
1993,12,8
1998,8,8
2003,11,8
2008,10,12
2013,10,12
2018,11,12
2023,10,12
2028,12,12
2033,12,8
2038,6,12
2043,12,8
2048,12,12
2053,7,8
2058,12,12
2063,12,12
2068,11,12
2073,8,8
2078,10,12
2083,12,12
2088,5,12
2093,2,12
2098,12,12
2103,8,12
2108,10,12
2113,12,8
2118,12,8
2123,12,8
2128,5,12
2133,12,12
2138,12,12
2143,11,8
2148,10,8
2153,4,12
2158,8,12
2163,12,12
2168,6,12
2173,10,8
2178,12,12
2183,8,8
2188,12,12
2193,12,12
2198,10,12
2203,10,12
2208,10,12
2213,8,12
2218,8,8
2223,11,12
2228,11,8
2233,4,12
2238,8,12
2243,10,12
2248,8,8
2253,7,12
2258,4,12
2263,4,12
2268,8,12
2273,12,12
2278,10,12
2283,10,8
2288,12,12
2293,6,12
2298,12,8
2303,11,8
2308,2,12
2313,4,8
2318,10,12
2323,8,12
2328,10,12
2333,12,8
2338,11,12
2343,10,12
2348,5,12
2353,8,8
2358,8,12
2363,12,8
2368,12,12
2373,10,8
2378,1,8
2383,12,12
2388,12,12
2393,5,12
2398,12,12
2403,8,8
2408,8,8
2413,8,12
2418,12,12
2423,10,12
2428,10,12
2433,8,8
2438,11,8
2443,10,12
2448,10,8
2453,8,4
2458,7,8
2463,10,8
2468,12,8
2473,12,12
2478,10,12
2483,6,8
2488,12,8
2493,10,12
2498,10,12
2503,12,8
2508,2,12
2513,10,8
2518,5,8
2523,10,12
2528,10,12
2533,10,12
2538,10,8
2543,8,8
2548,10,12
2553,12,8
2558,12,8
2563,6,12
2568,8,8
2573,12,12
2578,9,8
2583,12,12
2588,8,8
2593,10,8
2598,12,8
2603,12,12
2608,10,12
2613,12,8
2618,5,8
2623,8,8
2628,10,12
2633,10,12
2638,8,8
2643,10,4
2648,8,12
2653,7,8
2658,5,8
2663,4,12
2668,12,12
2673,12,12
2678,8,8
2683,4,12
2688,7,12
2693,12,8
2698,12,12
2703,12,12
2708,10,12
2713,2,8
2718,5,12
2723,12,12
2728,10,12
2733,12,12
2738,12,12
2743,12,12
2748,10,8
2753,12,8
2758,8,8
2763,10,12
2768,4,12
2773,12,12
2778,10,8
2783,12,12
2788,8,8
2793,10,8
2798,12,12
2803,10,8
2808,10,12
2813,11,12
2818,8,8
2823,12,12
2828,10,12
2833,12,12
2838,12,12
2843,10,8
2848,7,4
2853,4,8
2858,8,8
2863,10,8
2868,10,8
2873,6,12
2878,12,8
2883,3,12
2888,5,12
2893,12,12
2898,12,12
2903,6,8
2908,10,8
2913,11,8
2918,8,12
2923,12,8
2928,8,8
2933,12,12
2938,10,8
2943,12,8
2948,2,12
2953,12,12
2958,12,12
2963,5,12
2968,12,8
2973,12,8
2978,12,8
2983,8,12
2988,8,12
2993,12,8
2998,6,8
3003,11,12
3008,12,8
3013,5,8
3018,8,8
3023,12,12
3028,4,12
3033,12,8
3038,12,8
3043,12,8
3048,8,12
3053,10,12
3058,10,12
3063,10,12
3068,12,8
3073,5,12
3078,8,12
3083,11,12
3088,8,12
3093,7,12
3098,12,12
3103,8,12
3108,10,12
3113,10,12
3118,8,8
3123,10,12
3128,6,8
3133,5,12
3138,8,12
3143,8,8
3148,10,12
3153,12,12
3158,12,12
3163,9,12
3168,10,12
3173,8,12
3178,8,12
3183,12,12
3188,0,12
3193,8,12
3198,4,12
3203,12,8
3208,12,12
3213,0,8
3218,12,8
3223,10,12
3228,12,12
3233,10,12
3238,10,8
3243,8,8
3248,3,12
3253,12,8
3258,10,8
3263,10,12
3268,10,12
3273,12,12
3278,12,8
3283,8,12
3288,12,12
3293,9,12
3298,10,12
3303,12,8
3308,10,12
3313,8,8
3318,12,12
3323,4,12
3328,10,12
3333,4,8
3338,0,8
3343,12,12
3348,12,12
3353,8,12
3358,10,12
3363,6,12
3368,12,8
3373,12,12
3378,2,12
3383,7,12
3388,12,12
3393,8,12
3398,12,12
3403,12,12
3408,12,8
3413,6,8
3418,12,12
3423,2,8
3428,12,8
3433,12,12
3438,12,12
3443,7,8
3448,8,8
3453,11,8
3458,7,12
3463,10,12
3468,11,8
3473,12,8
3478,12,12
3483,4,12
3488,10,8
3493,8,8
3498,12,12
3503,6,12
3508,5,8
3513,12,8
3518,12,12
3523,10,12
3528,12,12
3533,12,12
3538,12,12
3543,12,8
3548,10,12
3553,4,12
3558,12,12
3563,8,12
3568,8,8
3573,5,12
3578,10,8
3583,8,12
3588,8,12
3593,11,8
3598,8,8
3603,10,8
3608,8,8
3613,10,12
3618,12,8
3623,12,12
3628,12,12
3633,6,12
3638,5,12
3643,11,8
3648,10,8
3653,12,8
3658,12,12
3663,10,8
3668,12,12
3673,12,12
3678,10,12
3683,8,8
3688,10,12
3693,10,12
3698,8,8
3703,12,8
3708,5,12
3713,10,8
3718,0,12
3723,10,12
3728,12,12
3733,8,12
3738,10,12
3743,6,12
3748,12,12
3753,8,12
3758,10,12
3763,11,8
3768,11,12
3773,8,8
3778,12,12
3783,12,8
3788,10,12
3793,6,12
3798,12,12
3803,8,12
3808,12,8
3813,12,8
3818,12,8
3823,10,12
3828,8,8
3833,8,12
